# time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
36.92	0.2886	0.3949	0.9602	20.81	-5.41	-40.36	65.86	7.98	up
36.94	0.4338	-0.0564	0.0081	19.70	-5.17	-40.10	65.92	6.05	up
36.96	0.1709	-0.3070	-0.6703	19.45	-5.84	-39.31	65.95	8.93	up
36.98	-0.0110	-0.0050	-1.2706	20.72	-4.37	-40.74	65.99	5.34	up
37.00	0.3027	0.1046	-2.1535	18.87	-3.47	-39.04	66.01	8.10	up
37.02	0.3219	-0.0947	-2.6052	20.46	-3.74	-41.35	66.07	7.54	up
37.04	0.1946	-0.1692	-3.1329	20.37	-5.03	-39.69	66.14	15.89	up
37.06	-0.4364	0.1691	-3.2780	19.73	-5.84	-40.09	66.14	4.32	up
37.08	-0.2524	0.1493	-3.4262	20.40	-4.99	-39.17	66.19	-0.00	up
37.10	-0.0825	-0.1039	-3.5418	20.10	-3.62	-41.37	66.14	6.09	up
37.12	0.2339	-0.4962	-3.2286	20.50	-5.40	-41.53	66.03	2.85	up
37.14	-0.0064	0.1369	-2.6489	18.67	-6.82	-39.25	66.13	5.82	up
37.16	0.3411	-0.2302	-2.2057	20.61	-5.36	-40.39	66.13	4.11	up
37.18	0.3946	0.0643	-1.8181	21.03	-5.28	-40.09	66.15	5.29	up
37.20	0.3598	0.0453	-0.7721	20.32	-6.82	-40.66	66.10	4.81	up
37.22	0.3617	-0.5667	-0.2506	20.60	-4.77	-39.09	66.04	10.89	up
37.24	-0.3111	0.0243	0.9109	19.89	-4.49	-39.70	66.02	7.85	up
37.26	0.1448	0.1544	1.6039	20.89	-3.14	-39.76	66.06	11.23	up
37.28	-0.1823	0.1911	2.1712	20.07	-6.33	-41.17	66.04	8.12	up
37.30	-0.4947	0.0352	2.7204	18.85	-4.27	-39.50	66.04	10.79	up
37.32	-0.0862	-0.5932	3.0971	20.82	-4.03	-40.99	66.01	7.09	up
37.34	0.3974	0.3831	3.5025	18.37	-4.48	-40.66	66.08	12.78	up
37.36	0.1382	0.1233	3.4441	20.28	-6.01	-41.37	66.13	9.41	up
37.38	0.6053	-0.3610	3.4558	19.62	-6.06	-40.16	66.11	5.66	up
37.40	0.0532	-0.2363	3.2977	19.55	-4.90	-38.94	66.16	9.86	up
37.42	0.7343	0.0694	2.6677	20.17	-4.91	-39.77	66.16	8.08	up
37.44	0.0533	0.2039	2.1045	19.29	-5.56	-40.44	66.15	7.39	up
37.46	0.0067	-0.1464	1.3508	20.51	-3.71	-39.89	66.16	8.29	up
37.48	-0.3838	0.2477	0.6253	20.06	-5.40	-39.90	66.20	10.25	up
37.50	0.3332	-0.5378	-0.2743	19.38	-6.89	-39.93	66.16	1.65	up
37.52	-0.1506	-0.3127	-0.6755	21.34	-5.22	-39.82	66.20	6.95	up
37.54	-0.1941	-0.6193	-1.2586	20.20	-4.52	-41.04	66.33	10.05	up
37.56	0.3844	-0.2692	-1.9831	20.63	-4.66	-39.89	66.35	8.74	up
37.58	0.3475	0.4524	-2.9959	21.42	-4.67	-41.76	66.36	4.62	up
37.60	0.3396	0.6173	-3.0582	21.40	-3.51	-39.42	66.37	0.90	up
37.62	-0.1087	0.0704	-3.2071	20.58	-6.11	-41.10	66.40	13.10	up
37.64	-0.0153	-0.1915	-3.5682	19.70	-5.42	-38.82	66.33	7.44	up
37.66	-0.0180	-0.0665	-3.3855	18.57	-3.45	-42.45	66.42	12.54	up
37.68	0.2348	0.1420	-3.4296	20.21	-6.97	-38.33	66.48	10.38	up
37.70	0.4661	-0.4689	-2.6568	21.09	-5.05	-41.64	66.46	5.62	up
37.72	0.1104	-0.1717	-2.2873	20.35	-3.77	-41.20	66.47	0.50	up
37.74	0.5925	0.4305	-1.4204	16.56	-3.79	-39.70	66.45	6.61	up
37.76	0.2692	-0.3137	-0.9332	20.87	-4.34	-39.38	66.48	7.89	up
37.78	-0.0704	-0.2247	0.1694	20.93	-4.31	-40.28	66.49	9.35	up
37.80	0.2486	0.0040	1.0241	19.70	-6.04	-39.11	66.51	4.67	up
37.82	0.5118	0.0849	1.4911	20.99	-3.63	-40.80	66.47	8.53	up
37.84	0.5995	-0.1875	2.0942	20.63	-6.20	-40.40	66.45	8.53	up
37.86	0.3561	0.0231	2.4821	19.31	-6.14	-40.30	66.52	10.96	up
37.88	0.0077	0.1824	3.1634	21.27	-4.61	-40.54	66.50	7.08	up
37.90	-0.0650	0.5884	3.3508	18.73	-5.49	-41.93	66.38	9.33	up
37.92	0.1728	-0.0379	3.2649	19.94	-4.79	-40.02	66.38	8.87	up
37.94	0.5022	-0.0124	3.4468	19.84	-4.57	-40.12	66.51	10.63	up
37.96	0.1301	0.4582	3.0205	19.17	-3.22	-38.92	66.57	5.54	up
37.98	0.1364	-0.1647	2.4785	20.30	-4.57	-41.29	66.55	-1.21	up
38.00	0.0154	-0.3973	1.9741	21.31	-5.62	-40.64	66.55	7.29	up
38.02	-0.0984	0.0751	1.5305	21.25	-4.32	-38.80	66.60	7.31	up
38.04	-0.0486	0.3229	0.7030	20.72	-5.83	-39.71	66.52	4.53	up
38.06	0.0406	0.1083	-0.1954	18.30	-4.09	-39.45	66.49	3.48	up
38.08	0.5154	-0.0291	-0.8625	18.66	-4.94	-39.55	66.52	6.28	up
38.10	-0.0719	-0.4345	-1.8603	20.17	-4.60	-39.54	66.61	7.66	up
38.12	0.0158	-0.0175	-2.3262	19.97	-6.78	-38.18	66.59	8.29	up
38.14	-0.2596	0.3699	-2.8351	19.50	-7.25	-39.91	66.68	1.14	up
38.16	0.2150	-0.3702	-3.3082	21.91	-6.50	-41.01	66.65	2.74	up
38.18	0.4100	-0.0734	-3.3881	20.11	-3.25	-39.36	66.49	11.39	up
38.20	0.4873	-0.1162	-3.6102	20.54	-6.15	-40.57	66.54	7.43	up
38.22	0.0610	-0.2093	-3.2784	20.99	-4.27	-40.11	66.58	7.99	up
38.24	0.1723	0.0744	-2.9629	20.05	-5.64	-39.63	66.62	4.00	up
38.26	-0.0461	0.1330	-3.0189	22.59	-5.24	-40.82	66.67	7.99	up
38.28	0.1584	0.1298	-1.8069	19.06	-5.04	-40.51	66.69	6.87	up
38.30	0.0942	-0.2930	-1.7456	19.39	-3.36	-39.52	66.68	6.14	up
38.32	0.0175	-0.4938	-0.6182	19.06	-4.42	-40.55	66.68	3.61	up
38.34	0.0413	0.0787	0.4174	21.56	-4.61	-39.03	66.67	5.39	up
38.36	0.1356	-0.1518	0.9921	20.80	-3.70	-40.99	66.66	13.92	up
38.38	-0.0882	0.5515	1.5428	19.46	-5.63	-40.99	66.58	6.95	up
38.40	-0.0727	0.5654	2.2319	19.14	-3.93	-38.09	66.53	10.37	up
38.42	0.5122	0.5972	3.0611	21.38	-4.10	-41.53	66.53	7.41	up
38.44	0.8132	-0.2820	2.9819	20.36	-4.11	-40.03	66.42	7.06	up
38.46	-0.3613	0.1708	3.6360	21.41	-5.16	-38.15	66.33	6.09	up
38.48	-0.3778	0.2613	3.4782	19.94	-5.44	-40.03	66.33	12.04	up
38.50	-0.2871	0.2275	3.1498	20.51	-5.87	-38.65	66.33	9.12	up
38.52	-0.0310	-0.1063	2.9139	20.30	-5.81	-39.35	66.32	5.63	up
38.54	0.2687	0.3837	2.3685	19.38	-5.92	-40.01	66.21	6.82	up
38.56	0.1774	0.0001	2.0423	19.86	-4.63	-40.13	66.30	11.23	up
38.58	0.0516	0.0384	1.3161	18.82	-5.23	-42.12	66.24	-0.52	up
38.60	0.1587	-0.4614	0.1808	20.49	-4.57	-40.32	66.21	8.93	up
38.62	-0.2076	0.1934	-0.4118	20.76	-4.51	-39.77	66.15	9.61	up
38.64	-0.0732	-0.0781	-1.2528	20.99	-6.06	-39.77	66.23	5.75	up
38.66	-0.0060	0.1394	-1.6441	20.67	-6.09	-37.53	66.26	8.46	up
38.68	-0.4753	0.0705	-2.6618	19.87	-5.23	-39.72	66.25	9.51	up
38.70	-0.3484	0.0543	-2.7145	21.55	-5.78	-39.37	66.23	4.31	up
38.72	-0.3365	-0.0137	-3.3055	20.89	-5.88	-38.84	66.25	10.53	up
38.74	0.2292	0.2360	-3.6519	21.39	-3.30	-39.46	66.19	8.89	up
38.76	0.0736	-0.0597	-3.5792	21.45	-6.53	-40.09	66.22	7.54	up
38.78	0.1833	-0.4366	-3.4207	19.87	-2.98	-40.08	66.21	8.31	up
38.80	-0.5519	0.1707	-3.1463	20.39	-4.71	-40.35	66.24	10.12	up
38.82	-0.4451	-0.2427	-2.4451	20.77	-4.01	-39.56	66.27	14.95	up
38.84	0.1990	-0.3973	-2.0223	18.85	-4.13	-40.17	66.25	9.83	up
38.86	-0.8336	-0.3067	-1.4504	18.87	-4.38	-39.38	66.16	10.43	up
38.88	0.3674	0.0850	-0.4082	18.70	-3.34	-41.01	66.16	8.58	up
38.90	-0.5470	-0.0290	0.1682	19.89	-6.08	-39.85	66.10	13.70	up
38.92	0.2530	-0.6398	1.0934	19.67	-5.16	-38.45	66.11	3.60	up
38.94	-0.2666	-0.1151	1.7760	18.56	-5.85	-40.22	66.11	2.79	up
38.96	0.3147	0.3508	2.3904	20.15	-6.70	-38.16	66.09	8.46	up
38.98	0.9624	-0.1354	3.3015	19.90	-5.66	-39.84	66.03	9.98	up
39.00	-0.6820	-0.0496	3.3372	21.18	-3.13	-40.06	66.10	0.28	up
39.02	0.2086	0.3129	3.5233	22.01	-5.17	-39.88	66.09	7.99	up
39.04	-0.5424	0.2386	3.2002	20.46	-3.02	-40.31	66.21	7.46	up
39.06	0.1280	0.3065	3.1721	19.30	-2.91	-41.98	66.23	10.23	up
39.08	-0.0620	-0.8318	2.9394	20.65	-2.00	-39.12	66.25	9.29	up
39.10	0.0389	0.5201	2.2422	20.01	-3.09	-37.81	66.26	2.58	up
39.12	-0.2735	0.1909	1.8989	19.76	-2.64	-39.52	66.29	4.76	up
39.14	0.2342	0.7384	0.8592	19.14	-4.67	-39.46	66.36	5.58	up
39.16	-0.4345	-0.2347	0.2207	19.54	-4.77	-40.18	66.42	10.22	up
39.18	0.3725	-0.5290	-0.6137	19.82	-4.71	-38.84	66.34	9.12	up
39.20	-0.1228	0.0022	-1.2638	20.80	-5.00	-40.04	66.39	6.14	up
39.22	-0.4208	-0.0826	-2.0815	20.51	-4.85	-39.73	66.43	8.43	up
39.24	0.4785	0.1961	-2.6219	21.83	-4.25	-41.57	66.44	4.83	up
39.26	-0.0202	0.3225	-3.0811	20.67	-5.47	-40.53	66.54	14.15	up
39.28	0.5723	-0.0262	-3.4650	20.42	-6.38	-39.63	66.63	9.72	up
39.30	0.3664	-0.0722	-3.4203	19.69	-4.64	-39.09	66.69	10.36	up
39.32	-0.2394	0.1568	-3.4176	18.96	-5.69	-39.07	66.67	12.13	up
39.34	-0.0255	-0.0769	-3.2511	19.43	-5.59	-41.58	66.62	11.05	up
39.36	0.0363	-0.1020	-2.9218	19.30	-5.14	-41.48	66.67	8.09	up
39.38	0.4579	0.3111	-2.2116	17.44	-5.37	-39.42	66.74	7.45	up
39.40	0.1313	0.3779	-1.7215	18.99	-3.89	-40.75	66.65	11.86	up
39.42	0.0529	0.3252	-1.0013	21.60	-5.17	-39.11	66.72	8.08	up
39.44	-0.0600	-0.0505	-0.1602	20.37	-3.84	-41.63	66.71	5.75	up
39.46	-0.0152	-0.6419	0.8671	19.62	-4.79	-40.10	66.63	13.90	up
39.48	0.3914	-0.0445	1.1688	20.40	-5.09	-40.03	66.67	5.19	up
39.50	0.0011	-0.2274	2.1727	18.05	-4.84	-39.52	66.72	2.80	up
39.52	-0.1185	-0.0389	2.3559	20.28	-6.29	-41.03	66.71	10.98	up
39.54	-0.1694	-0.2013	3.1206	21.28	-4.66	-41.97	66.67	5.81	up
39.56	-0.1661	-0.0062	3.6151	19.88	-4.15	-39.83	66.76	9.31	up
39.58	-0.4206	-0.3118	3.5708	18.23	-4.01	-39.47	66.74	13.45	up
39.60	-0.2251	-0.3842	3.4636	19.59	-6.35	-38.99	66.81	3.88	up
39.62	0.4495	0.3668	3.1193	21.28	-6.52	-40.36	66.74	7.88	up
39.64	-0.0620	-0.2909	2.8101	20.26	-5.54	-39.22	66.77	12.45	up
39.66	0.2113	0.0001	2.2269	18.58	-3.62	-39.51	66.80	10.05	up
39.68	-0.7436	0.2864	1.4906	22.37	-4.78	-38.68	66.86	7.46	up
39.70	0.1705	0.2743	0.8269	18.75	-5.77	-40.06	66.94	15.17	up
39.72	-0.0484	0.2385	0.1177	19.76	-6.45	-41.73	66.91	7.71	up
39.74	-0.1444	0.0909	-0.8141	18.96	-5.68	-40.07	66.94	9.19	up
39.76	0.0543	0.2172	-1.5713	18.96	-5.75	-39.91	66.89	12.95	up
39.78	-0.1487	0.4119	-2.3318	19.55	-4.06	-39.48	66.83	10.94	up
39.80	-0.6372	0.1275	-2.6382	20.64	-3.99	-41.53	66.81	11.97	up
39.82	0.2767	-0.5512	-3.0466	21.29	-6.05	-40.31	66.84	5.30	up
39.84	0.0729	-0.1586	-3.3660	19.61	-4.25	-39.13	66.93	11.68	up
39.86	-0.0942	0.2089	-3.3549	18.99	-4.35	-40.10	67.03	8.51	up
39.88	-0.2899	-0.1881	-3.4073	20.48	-6.18	-40.31	67.02	5.76	up
39.90	-0.4410	0.4860	-3.1081	20.51	-5.08	-38.09	67.05	8.67	up
39.92	0.0672	-0.0190	-2.7064	20.24	-4.66	-41.07	67.11	8.57	up
39.94	0.4840	0.0256	-2.2107	20.28	-4.84	-38.77	67.15	13.60	up
39.96	0.0609	0.3374	-1.6095	19.89	-6.71	-38.98	67.16	9.14	up
39.98	-0.4148	-0.0549	-0.4528	20.10	-4.87	-40.23	67.17	5.66	up
40.00	0.0675	0.0529	-0.0678	19.82	-4.36	-40.03	67.17	-3.03	ground
40.02	-0.0160	0.2697	0.4608	21.07	-3.42	-40.04	67.17	-0.14	ground
40.04	0.2592	-0.4417	1.1579	22.23	-5.67	-39.82	67.16	-4.04	ground
40.06	0.1820	-0.0856	1.6070	20.18	-5.55	-40.59	67.17	-2.15	ground
40.08	-0.8957	0.2487	1.7550	19.99	-5.21	-40.43	67.16	-0.73	ground
40.10	0.1636	0.0197	2.4305	20.26	-4.71	-40.36	67.11	-1.27	ground
40.12	-0.3010	0.4402	2.4290	19.34	-4.90	-40.32	67.16	2.18	ground
40.14	-0.4265	-0.4728	2.3332	20.76	-4.40	-40.31	67.20	-2.21	ground
40.16	-0.0565	-0.5070	2.6074	20.44	-6.13	-42.24	67.30	-7.41	ground
40.18	0.1233	0.2309	2.3285	19.58	-4.60	-39.90	67.33	-5.06	ground
40.20	-0.4922	0.2597	1.7366	20.90	-5.74	-40.53	67.32	-0.05	ground
40.22	0.2114	-0.0580	1.7864	20.02	-5.14	-41.87	67.30	-1.76	ground
40.24	0.2290	0.1201	1.1348	19.03	-3.29	-40.35	67.31	-3.71	ground
40.26	0.0141	0.2236	0.4977	20.35	-6.40	-40.38	67.35	5.88	ground
40.28	-0.2603	-0.2442	0.1757	20.24	-5.28	-38.72	67.34	2.49	ground
40.30	-0.2938	-0.2121	-0.5978	20.96	-6.27	-40.54	67.28	-0.18	ground
40.32	0.3078	0.0569	-1.1532	20.83	-4.85	-39.33	67.25	0.70	ground
40.34	-0.4534	0.2712	-1.7167	19.89	-3.95	-38.62	67.26	-0.80	ground
40.36	0.3193	-0.3498	-1.9166	19.53	-4.83	-40.63	67.31	-3.76	ground
40.38	-0.0496	-0.0594	-2.2166	20.00	-5.12	-40.05	67.25	3.09	ground
40.40	-0.0288	-0.0733	-2.4535	20.36	-3.67	-38.27	67.27	2.55	ground
40.42	-0.5124	0.1254	-2.6167	20.48	-4.67	-39.77	67.29	-5.93	ground
40.44	-0.0440	-0.0026	-2.3940	20.30	-4.18	-39.63	67.28	0.68	ground
40.46	0.1841	-0.1638	-2.2162	19.91	-4.28	-40.41	67.26	1.01	ground
40.48	-0.4009	0.3746	-2.0856	21.00	-7.88	-39.31	67.23	-0.97	ground
40.50	0.1496	-0.1618	-1.6902	19.33	-5.08	-40.04	67.25	6.29	ground
40.52	0.0267	-0.0876	-0.8937	22.48	-6.08	-41.83	67.31	5.97	ground
40.54	-0.1931	-0.4774	-0.8278	20.76	-5.83	-40.36	67.38	-1.13	ground
40.56	0.2564	-0.2141	0.1564	18.87	-3.53	-41.18	67.33	-0.67	ground
40.58	-0.6607	0.1548	0.6107	20.19	-5.37	-39.89	67.33	-1.02	ground
40.60	0.1040	0.0962	1.4006	20.77	-3.11	-40.92	67.23	-1.83	ground
40.62	0.4858	0.1799	1.5910	19.65	-6.41	-39.52	67.25	-2.76	ground
40.64	0.4320	0.1653	2.1398	18.50	-6.08	-39.96	67.29	1.52	ground
40.66	0.1169	0.6263	2.2532	18.96	-4.24	-41.25	67.38	5.88	ground
40.68	-0.0905	-0.2244	2.4838	20.54	-5.34	-40.49	67.30	4.65	ground
40.70	-0.1907	-0.4858	2.6056	18.25	-4.69	-39.38	67.25	2.37	ground
40.72	-0.0909	-0.3152	2.3269	18.55	-5.11	-38.85	67.27	-7.22	ground
40.74	0.1631	-0.2111	2.3249	20.54	-5.14	-40.90	67.20	-5.59	ground
40.76	-0.2422	-0.2923	1.6947	19.78	-5.30	-41.10	67.22	3.19	ground
40.78	0.2272	0.0281	1.4624	19.30	-4.82	-38.05	67.26	4.86	ground
40.80	0.6399	0.3758	1.0587	19.51	-4.36	-40.01	67.20	1.66	ground
40.82	-0.0186	0.4619	0.4746	18.53	-3.39	-39.91	67.22	-0.92	ground
40.84	-0.4033	0.1513	0.0991	20.48	-5.20	-40.74	67.17	4.06	ground
40.86	-0.4034	0.6424	-0.8571	19.19	-5.39	-39.78	67.25	2.26	ground
40.88	0.2330	-0.1069	-1.4659	19.46	-5.52	-38.28	67.27	3.41	ground
40.90	-0.0179	-0.4898	-1.8605	20.35	-3.53	-39.75	67.24	-5.57	ground
40.92	0.2630	0.3160	-1.9774	19.74	-4.31	-38.94	67.19	1.03	ground
40.94	-0.1601	-0.5516	-2.2611	19.30	-6.90	-39.97	67.22	5.32	ground
40.96	0.2492	-0.2265	-2.4608	18.01	-6.94	-41.03	67.30	1.58	ground
40.98	-0.0475	0.1560	-2.6588	20.37	-5.83	-40.68	67.27	2.84	ground
41.00	-0.2198	-0.0307	-2.2626	20.08	-4.77	-41.12	67.26	0.11	ground
41.02	-0.1203	-0.0573	-2.3275	19.48	-5.03	-39.78	67.23	0.32	ground
41.04	-0.3591	-0.3542	-1.6269	18.96	-4.49	-38.78	67.32	4.21	ground
41.06	0.5968	-0.0032	-0.9374	20.01	-5.18	-39.84	67.23	-2.01	ground
41.08	-0.0289	0.3011	-0.8066	20.48	-3.60	-40.31	67.30	-2.30	ground
41.10	0.1934	0.0060	-0.2259	20.10	-4.23	-40.79	67.29	-1.43	ground
41.12	-0.1611	-0.2491	0.1770	21.64	-4.92	-39.64	67.30	0.07	ground
41.14	-0.3156	-0.3743	0.5308	20.70	-3.85	-41.24	67.29	-4.83	ground
41.16	-0.0702	-0.2429	1.2225	19.89	-6.65	-41.13	67.32	2.19	ground
41.18	0.3304	0.1177	1.5927	20.74	-5.09	-39.10	67.29	-0.49	ground
41.20	-0.1562	0.1031	1.8938	20.05	-4.86	-40.28	67.35	2.56	ground
41.22	-0.2612	-0.2402	2.6158	20.05	-4.40	-40.30	67.42	-6.36	ground
41.24	0.0466	-0.6632	2.5250	21.30	-6.72	-40.17	67.38	2.57	ground
41.26	0.1497	0.1260	2.5410	19.10	-5.26	-39.27	67.42	4.01	ground
41.28	0.4929	-0.2693	2.3111	20.02	-4.60	-39.83	67.41	1.32	ground
41.30	0.1061	0.2067	2.0849	21.19	-4.52	-40.74	67.42	0.09	ground
41.32	0.1932	-0.2268	1.9013	20.31	-3.81	-40.71	67.51	2.60	ground
41.34	0.2158	-0.2964	1.3081	19.63	-4.24	-40.20	67.48	3.81	ground
41.36	-0.3459	0.0460	0.8820	18.29	-5.06	-39.70	67.54	1.57	ground
41.38	-0.2890	0.7073	0.2215	17.73	-4.33	-40.04	67.57	1.79	ground
41.40	-0.3252	0.2247	-0.3647	22.08	-5.20	-40.12	67.57	4.97	ground
41.42	-0.3996	0.0409	-1.0726	20.31	-4.85	-39.95	67.60	2.28	ground
41.44	0.2386	0.1077	-1.6626	19.42	-4.21	-40.04	67.62	-2.40	ground
41.46	0.0870	-0.5253	-1.8400	20.35	-5.05	-40.78	67.57	3.80	ground
41.48	0.0238	-0.3367	-2.1353	19.05	-4.64	-38.89	67.55	-0.37	ground
41.50	-0.7778	-0.7533	-2.5706	19.67	-4.04	-40.48	67.51	0.10	ground
41.52	0.6166	0.5190	-2.4955	19.06	-4.29	-39.87	67.51	0.32	ground
41.54	-0.2683	0.4582	-2.4681	18.59	-3.77	-42.06	67.58	2.91	ground
41.56	0.6155	0.1178	-2.6592	17.90	-2.67	-40.22	67.62	5.25	ground
41.58	-0.4348	0.0405	-2.2138	18.40	-4.30	-41.10	67.56	0.07	ground
41.60	-0.2437	-0.4655	-1.6503	21.02	-5.46	-40.98	67.56	5.19	ground
41.62	-0.6609	-0.0658	-1.2010	19.01	-4.49	-37.58	67.58	0.49	ground
41.64	0.1086	0.5377	-0.9157	20.53	-4.53	-39.75	67.62	4.21	ground
41.66	-0.3304	0.0394	-0.1645	20.96	-4.39	-38.77	67.60	0.60	ground
41.68	-0.3219	-0.1694	0.5289	20.02	-3.50	-39.14	67.55	-1.48	ground
41.70	-0.4118	-0.5274	1.0369	19.70	-6.68	-39.02	67.56	5.77	ground
41.72	0.2332	0.4141	1.4039	20.13	-3.49	-40.20	67.59	-1.76	ground
41.74	0.2134	-0.0210	1.7736	19.58	-3.15	-38.39	67.62	-1.96	ground
41.76	0.5436	-0.5270	2.0811	21.20	-4.43	-39.15	67.58	-3.77	ground
41.78	-0.2057	-0.2773	2.4665	21.88	-4.41	-39.96	67.68	3.80	ground
41.80	0.0656	-0.3833	2.5243	21.45	-5.24	-39.74	67.68	4.51	ground
41.82	-0.3868	-0.0395	2.5611	17.85	-4.99	-40.14	67.70	1.12	ground
41.84	-0.1005	0.0622	2.3325	19.56	-4.30	-39.95	67.68	-2.95	ground
41.86	-0.1557	-0.1510	2.1637	20.00	-4.37	-40.04	67.74	-0.02	ground
41.88	0.1393	0.2331	1.6792	20.46	-4.28	-39.62	67.78	-0.91	ground
41.90	0.3051	0.0236	1.3221	18.27	-4.37	-38.26	67.81	-3.09	ground
41.92	0.2973	0.3187	0.8130	18.26	-4.10	-41.21	67.76	-1.47	ground
41.94	-0.2528	-0.1072	0.0049	21.31	-4.21	-38.86	67.82	1.52	ground
41.96	0.2995	0.9136	-0.7088	19.44	-6.02	-40.37	67.87	-1.82	ground
41.98	-0.0132	-0.1693	-0.7469	18.51	-4.17	-38.73	67.93	0.88	ground
42.00	-0.0974	-0.2710	-1.4310	18.90	-3.14	-40.33	67.94	-5.33	ground
42.02	-0.2126	-0.3079	-2.1428	20.39	-5.03	-39.59	67.95	5.04	ground
42.04	-0.1680	-0.0633	-2.3128	19.18	-3.50	-40.16	67.95	-1.17	ground
42.06	0.5227	-0.5159	-2.2977	20.24	-5.92	-41.73	68.07	2.61	ground
42.08	0.0922	0.0884	-2.5402	19.02	-5.03	-38.26	68.06	0.57	ground
42.10	0.0524	-0.5716	-2.5325	18.26	-5.64	-40.94	68.01	1.21	ground
42.12	-0.0787	0.0485	-2.0780	21.42	-3.62	-39.92	68.00	-3.40	ground
42.14	0.7338	-0.4054	-2.1610	20.40	-3.36	-41.05	67.98	-2.28	ground
42.16	0.3915	-0.1144	-1.7374	19.67	-5.10	-41.34	68.05	-2.21	ground
42.18	-0.2163	0.1814	-1.1172	19.48	-3.83	-40.20	67.99	0.08	ground
42.20	-0.0821	0.6912	-0.5632	21.46	-3.35	-40.59	67.98	3.98	ground
42.22	-0.0643	-0.3234	0.0116	20.59	-5.03	-41.17	67.99	1.30	ground
42.24	0.0438	-0.0451	0.6360	21.15	-4.87	-40.04	68.07	-2.70	ground
42.26	-0.2104	-0.2171	1.0657	19.42	-4.27	-41.48	68.11	0.26	ground
42.28	0.1316	-0.2610	1.5932	20.05	-5.84	-39.87	68.20	-0.24	ground
42.30	0.4356	-0.2145	1.8874	20.40	-4.89	-40.13	68.23	-1.05	ground
42.32	-0.3941	0.2472	2.2440	19.45	-2.86	-42.48	68.23	-0.05	ground
42.34	-0.3384	-0.1464	2.4452	19.90	-5.50	-40.52	68.28	2.29	ground
42.36	-0.1449	0.6748	2.5321	19.42	-4.15	-39.53	68.22	-2.16	ground
42.38	-0.1310	0.1248	2.5591	20.40	-4.48	-41.06	68.15	-1.04	ground
42.40	0.5995	-0.3030	2.3453	18.68	-5.16	-39.49	68.21	2.95	ground
42.42	0.3005	-0.1100	1.9724	20.57	-4.78	-39.57	68.23	1.41	ground
42.44	0.2833	-0.2406	1.4479	20.31	-3.25	-41.02	68.28	3.84	ground
42.46	-0.0793	0.2400	1.1029	19.80	-4.45	-40.01	68.25	4.31	ground
42.48	-0.0859	-0.4916	0.5565	20.45	-4.29	-39.18	68.32	-4.08	ground
42.50	-0.4355	-0.4023	0.0290	19.64	-3.40	-40.88	68.37	0.86	ground
42.52	0.2345	-0.1775	-0.2297	19.33	-5.29	-40.21	68.38	-1.52	ground
42.54	0.1473	0.2049	-1.1714	20.54	-6.05	-38.85	68.40	-3.60	ground
42.56	0.3858	0.3699	-1.5059	20.59	-3.23	-40.86	68.42	-2.37	ground
42.58	-0.0632	0.4142	-1.8055	19.49	-4.86	-39.54	68.39	-0.90	ground
42.60	-0.0425	0.1589	-2.2474	19.41	-4.11	-41.08	68.38	-0.88	ground
42.62	0.0510	-0.0249	-2.0925	19.82	-5.76	-40.16	68.41	-1.82	ground
42.64	0.2676	0.2384	-2.5565	19.45	-4.61	-39.55	68.39	-0.04	ground
42.66	-0.4411	-0.3434	-2.3805	21.53	-6.10	-42.40	68.33	7.34	ground
42.68	0.2208	-0.5534	-2.3544	20.32	-4.94	-40.53	68.35	-5.18	ground
42.70	-0.0061	0.1310	-1.9790	20.01	-5.65	-39.57	68.41	3.41	ground
42.72	-0.3176	-0.3017	-1.4825	19.07	-5.88	-39.77	68.47	-0.06	ground
42.74	-0.6254	-0.0196	-0.9090	20.74	-5.30	-40.52	68.51	-1.31	ground
42.76	-0.0409	0.0359	-0.4514	19.39	-7.29	-41.10	68.56	-6.05	ground
42.78	0.4343	0.0744	0.2517	19.35	-6.16	-39.37	68.61	2.29	ground
42.80	0.5024	0.2813	0.6075	20.77	-4.22	-40.32	68.63	-4.32	ground
42.82	0.1066	0.2496	1.0991	20.39	-4.65	-39.45	68.53	2.48	ground
42.84	0.5886	0.0585	2.0232	17.50	-6.07	-39.62	68.60	5.22	ground
42.86	-0.0129	-0.1326	2.0631	19.84	-4.45	-40.45	68.56	-3.85	ground
42.88	0.2860	0.0323	2.1802	20.13	-5.88	-38.93	68.52	3.51	ground
42.90	-0.1354	-0.1789	2.3516	19.66	-4.28	-40.59	68.47	0.08	ground
42.92	-0.1544	-0.0589	2.3568	20.16	-5.12	-38.81	68.61	-6.28	ground
42.94	-0.2033	0.7855	2.5539	18.19	-5.33	-38.68	68.64	-3.61	ground
42.96	-0.6182	0.0547	2.1511	17.17	-5.09	-38.95	68.60	0.53	ground
42.98	0.3861	0.1351	1.9047	19.02	-2.44	-40.18	68.57	1.20	ground
43.00	-0.1925	-0.2116	1.4599	20.28	-5.76	-37.45	68.58	-4.74	ground
43.02	-0.2404	0.3060	1.0882	16.78	-4.77	-39.85	68.62	0.10	ground
43.04	-0.3540	0.2281	0.3105	19.16	-4.22	-39.76	68.64	2.47	ground
43.06	-0.0613	0.2302	-0.2869	18.08	-5.96	-40.02	68.60	3.00	ground
